source_pdf,doi,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_pct,primary_dopant_site,codopant_elements,all_dopants_detail,source_type,source_detail,notes,temperature_K,target_value,unit
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.84Sb1.16Te2.16,Ag0.84Sb1.16Te2.16,0,No,,,,,,Table 1,,,300.0,294.99999999999994,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.87Sb1.13Te2.13,Ag0.87Sb1.13Te2.13,0,No,,,,,,Table 1,,,300.0,250.0,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.90Sb1.10Te2.10,Ag0.90Sb1.10Te2.10,0,No,,,,,,Table 1,,,300.0,281.0,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.93Sb1.07Te2.07,Ag0.93Sb1.07Te2.07,0,No,,,,,,Table 1,,,300.0,254.0,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.78Sb1.22Te2.22,Ag0.78Sb1.22Te2.22,1,No,Ag,0.78,Ag,,Ag (0.78) @ Ag site,table,Table 1,Room temperature value,,188.0,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.81Sb1.19Te2.19,Ag0.81Sb1.19Te2.19,1,No,Ag,0.81,Ag,,Ag (0.81) @ Ag site,table,Table 1,Room temperature value,,230.99999999999997,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.84Sb1.16Te2.16,Ag0.84Sb1.16Te2.16,1,No,Ag,0.84,Ag,,Ag (0.84) @ Ag site,table,Table 1,Room temperature value,,294.99999999999994,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.87Sb1.13Te2.13,Ag0.87Sb1.13Te2.13,1,No,Ag,0.87,Ag,,Ag (0.87) @ Ag site,table,Table 1,Room temperature value,,250.0,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.90Sb1.10Te2.10,Ag0.90Sb1.10Te2.10,1,No,Ag,0.90,Ag,,Ag (0.90) @ Ag site,table,Table 1,Room temperature value,,281.0,uV/K
1-s2.0-S0925838810006912-main.pdf,10.1016/j.jallcom.2010.03.170,AgxSb2-xTe3-x,Ag0.93Sb1.07Te2.07,Ag0.93Sb1.07Te2.07,1,No,Ag,0.93,Ag,,Ag (0.93) @ Ag site,table,Table 1,Room temperature value,,254.0,uV/K
1-s2.0-S0925838819316007-main.pdf,10.1016/j.jallcom.2019.04.294,TlSbTe2,Tl0.98Yb0.02SbTe2,Tl0.98Yb0.02SbTe2,1,No,Yb,0.02,Tl,,Yb (0.02) @ Tl site,figure,Fig. 6b,Visually estimated from Fig. 6b,300.0,99.99999999999999,uV/K
1-s2.0-S0925838819316007-main.pdf,10.1016/j.jallcom.2019.04.294,TlSbTe2,Tl0.98Yb0.02SbTe2,Tl0.98Yb0.02SbTe2,1,No,Yb,0.02,Tl,,Yb (0.02) @ Tl site,figure,Fig. 6b,Visually estimated from Fig. 6b,625.0,225.0,uV/K
1-s2.0-S092583882601529X-main.pdf,10.1016/j.jallcom.2026.187461,Te(1-x)(AgSbTe2)x,"Te(1-x)(AgSbTe2)x, x=0.005",Te0.995(AgSbTe2)0.005,2,Yes,Ag,0.5%,unclear,Sb (0.5%) @ Te,Ag (0.5%) @ unclear site; Sb (0.5%) @ Te site,body text,,,300.0,149.0,uV/K
1-s2.0-S092583882601529X-main.pdf,10.1016/j.jallcom.2026.187461,Te(1-x)(AgSbTe2)x,"Te(1-x)(AgSbTe2)x, x=0.005",Te0.995(AgSbTe2)0.005,2,Yes,Ag,0.5%,unclear,Sb (0.5%) @ Te,Ag (0.5%) @ unclear site; Sb (0.5%) @ Te site,body text,,,650.0,250.0,uV/K
1-s2.0-S092583882601529X-main.pdf,10.1016/j.jallcom.2026.187461,Te(1-x)(AgSbTe2)x,x=0%,Te,0,No,,,,,,figure,Fig. 2a,Visually estimated from Fig. 2a,300.0,350.0,uV/K
1-s2.0-S092583882601529X-main.pdf,10.1016/j.jallcom.2026.187461,Te(1-x)(AgSbTe2)x,x=0%,Te,0,No,,,,,,figure,Fig. 2a,Visually estimated from Fig. 2a,650.0,150.0,uV/K
1-s2.0-S092583882601529X-main.pdf,10.1016/j.jallcom.2026.187461,Te(1-x)(AgSbTe2)x,x=0.5%,Te0.995(AgSbTe2)0.005,2,Yes,Ag,0.5%,unclear,Sb (0.5%) @ unclear,Ag (0.5%) @ unclear site; Sb (0.5%) @ unclear site,figure,Fig. 2a,Visually estimated from Fig. 2a,300.0,150.0,uV/K
1-s2.0-S092583882601529X-main.pdf,10.1016/j.jallcom.2026.187461,Te(1-x)(AgSbTe2)x,x=0.5%,Te0.995(AgSbTe2)0.005,2,Yes,Ag,0.5%,unclear,Sb (0.5%) @ unclear,Ag (0.5%) @ unclear site; Sb (0.5%) @ unclear site,figure,Fig. 2a,Visually estimated from Fig. 2a,650.0,250.0,uV/K
1-s2.0-S1359645412005150-main.pdf,10.1016/j.actamat.2012.07.057,AgSbTe2,Pb-doped AgSbTe2 (3 at.%),PbxAgSbTe2 (x=0.03),1,No,Pb,3 at.%,unclear,,Pb (3 at.%) @ unclear site,figure,,Visually estimated from Fig. 5a,300.0,300.0,uV/K
1-s2.0-S1359645412005150-main.pdf,10.1016/j.actamat.2012.07.057,AgSbTe2,Pb-doped AgSbTe2 (3 at.%),PbxAgSbTe2 (x=0.03),1,No,Pb,3 at.%,unclear,,Pb (3 at.%) @ unclear site,figure,,Visually estimated from Fig. 5a,650.0,150.0,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,as-sintered,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,,300.0,127.0,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT523,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,,300.0,88.4,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT573,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,,300.0,85.49999999999999,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT673,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,,300.0,274.0,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,as-sintered,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,at 300 K,,127.0,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT523,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,at 300 K,,88.4,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT573,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,at 300 K,,85.49999999999999,uV/K
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT673,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,at 300 K,,274.0,uV/K
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,"(SnSe)1-m(AgSbTe2)m, m=0%",SnSe,0,No,,,,,,figure,,Visually estimated from Fig. 4b,300.0,500.0,uV/K
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,(SnSe)0.6(AgSbTe2)0.4,(SnSe)0.6(AgSbTe2)0.4,0,No,,,,,,figure,,Visually estimated from Fig. 4b,300.0,99.99999999999999,uV/K
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,x=0%,"(Sn1-xPbxSe)0.6(AgSbTe2)0.4, x=0",0,No,,,,,,figure,,Visually estimated from Fig. 8c,300.0,150.0,uV/K
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,x=0%,"(Sn1-xPbxSe)0.6(AgSbTe2)0.4, x=0",0,No,,,,,,figure,,Visually estimated from Fig. 8c,800.0,199.99999999999997,uV/K
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,0,No,,,,,,body text,,Value for A = 24 h,548.0,298.37,uV/K
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,0,No,,,,,,figure,Fig. 3b,Visually estimated from Fig. 3b,300.0,239.99999999999997,uV/K
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 24 h),AgSbTe2,0,No,,,,,,figure,Fig. 3b,Visually estimated from Fig. 3b,548.0,298.37,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Slow Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,325.0,114.99999999999999,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Slow Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,375.0,130.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Slow Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,425.0,145.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Slow Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,475.0,150.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Slow Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,525.0,160.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Slow Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,575.0,165.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Slow Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,625.0,175.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Fast Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,325.0,280.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Fast Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,375.0,310.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Fast Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,425.0,339.99999999999994,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Fast Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,475.0,359.99999999999994,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Fast Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,525.0,320.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Fast Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,575.0,280.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Fast Cooling,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,625.0,250.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Quenched,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,325.0,245.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Quenched,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,425.0,250.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Quenched,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,525.0,239.99999999999997,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,Quenched,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 7b,625.0,229.99999999999997,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,figure,Fig. 8b,Visually estimated from Fig. 8b.,473.0,248.0,uV/K
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,figure,Fig. 8e,Visually estimated from Fig. 8e.,623.0,239.99999999999997,uV/K
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te,SnCd0.05Te,1,No,Cd,0.05,unclear,,Cd (0.05) @ unclear site,figure,Fig. 3c,Visually estimated from Fig. 3c,300.0,44.99999999999999,uV/K
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-3%AgSbSe2,SnCd0.05Te-3%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (3%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (3%) @ unclear site,figure,Fig. 3c,Visually estimated from Fig. 3c,300.0,49.99999999999999,uV/K
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,Ag0.9Sb1.1Te2.1,Ag0.9Sb1.1Te2.1,3,Yes,Ag,0.9,Ag,Sb (1.1) @ Sb; Te (2.1) @ Te,Ag (0.9) @ Ag site; Sb (1.1) @ Sb site; Te (2.1) @ Te site,figure,,Visually estimated from Fig. 4b,300.0,99.99999999999999,uV/K
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,Ag0.9Sb1.1Te2.1,Ag0.9Sb1.1Te2.1,3,Yes,Ag,0.9,Ag,Sb (1.1) @ Sb; Te (2.1) @ Te,Ag (0.9) @ Ag site; Sb (1.1) @ Sb site; Te (2.1) @ Te site,figure,,Visually estimated from Fig. 4b,500.0,250.0,uV/K
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=1.0),AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 6b,300.0,250.0,uV/K
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.9),Ag0.9Sb1.1Te2.1,0,No,,,,,,figure,,Visually estimated from Fig. 6b,300.0,199.99999999999997,uV/K
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.8),Ag0.8Sb1.2Te2.2,0,No,,,,,,figure,,Visually estimated from Fig. 6b,300.0,130.0,uV/K
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.7),Ag0.7Sb1.3Te2.3,0,No,,,,,,figure,,Visually estimated from Fig. 6b,300.0,80.0,uV/K
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,x=0.15,Sn0.7Ag0.15Sb0.15Se0.7Te0.3,3,Yes,Ag,0.15,multiple sites,Sb (0.15) @ multiple sites; Te (0.3) @ multiple sites,Ag (0.15) @ multiple sites site; Sb (0.15) @ multiple sites site; Te (0.3) @ multiple sites site,text,body text,,300.0,72.0,uV/K
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,x=0.15,Sn0.7Ag0.15Sb0.15Se0.7Te0.3,3,Yes,Ag,0.15,multiple sites,Sb (0.15) @ multiple sites; Te (0.3) @ multiple sites,Ag (0.15) @ multiple sites site; Sb (0.15) @ multiple sites site; Te (0.3) @ multiple sites site,text,body text,,790.0,136.0,uV/K
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.00",(AgSbTe2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.00) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.00) @ Sb site,figure,,Visually estimated from Fig. 3a,300.0,219.99999999999997,uV/K
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.00",(AgSbTe2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.00) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.00) @ Sb site,figure,,Visually estimated from Fig. 3a,450.0,300.0,uV/K
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.02",(AgSb0.98Cd0.02Te2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.02) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.02) @ Sb site,figure,,Visually estimated from Fig. 3a,300.0,209.99999999999997,uV/K
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.02",(AgSb0.98Cd0.02Te2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.02) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.02) @ Sb site,figure,,Visually estimated from Fig. 3a,450.0,270.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,,,260.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,,,263.99999999999994,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,,423.0,281.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,,673.0,260.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,Ag0.94Sb1.02Te2,Ag0.94Sb1.02Te2,0,No,,,,,,body text,,,,209.99999999999997,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,Ag0.94Sb1.02Te2,Ag0.94Sb1.02Te2,0,No,,,,,,body text,,,,160.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,Ag0.88Sb1.04Te2,Ag0.88Sb1.04Te2,0,No,,,,,,body text,,,,209.99999999999997,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,Ag0.88Sb1.04Te2,Ag0.88Sb1.04Te2,0,No,,,,,,body text,,,,160.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,Ag0.83Sb1.06Te2,Ag0.83Sb1.06Te2,0,No,,,,,,body text,,,,209.99999999999997,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,Ag0.83Sb1.06Te2,Ag0.83Sb1.06Te2,0,No,,,,,,body text,,,,160.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AST5050,AgSbTe2,0,No,,,,,,body text,,,300.0,263.99999999999994,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AST5050,AgSbTe2,0,No,,,,,,body text,,,423.0,281.0,uV/K
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AST5050,AgSbTe2,0,No,,,,,,body text,,,673.0,260.0,uV/K
2305.19217v1.pdf,,Sb2Te3,ST,Sb2Te3,0,No,,,,,,table,Table 1,Room temperature value,,165.33,uV/K
2305.19217v1.pdf,,Sb2Te3,AST1,Sb2Te3-Ag0.9,1,No,Ag,0.9 atomic %,Sb,,Ag (0.9 atomic %) @ Sb site,table,Table 1,Room temperature value,,120.58999999999999,uV/K
2305.19217v1.pdf,,Sb2Te3,AST2,Sb2Te3-Ag1.7,1,No,Ag,1.7 atomic %,Sb,,Ag (1.7 atomic %) @ Sb site,table,Table 1,Room temperature value,,101.02,uV/K
2305.19217v1.pdf,,Sb2Te3,AST3,Sb2Te3-Ag5.9,1,No,Ag,5.9 atomic %,Sb,,Ag (5.9 atomic %) @ Sb site,table,Table 1,Room temperature value,,291.65,uV/K
2305.19217v1.pdf,,Sb2Te3,AST4,Sb2Te3-Ag7.0,1,No,Ag,7.0 atomic %,Sb,,Ag (7.0 atomic %) @ Sb site,table,Table 1,Room temperature value,,310.8,uV/K
28.pdf,,AgSbTe2,Undoped AgSbTe2,AgSbTe2,0,No,,,,,,table,Table 2,,,68.0,uV/K
28.pdf,,AgSbTe2,undoped AgSbTe2,AgSbTe2,0,No,,,,,,table,Table 2,,,68.0,uV/K
Adv Funct Materials - 2024 - Kim - Enhancement of Phase Stability and Thermoelectric Performance of Meta‐Stable AgSbTe2 by.pdf,10.1002/adfm.202404886,AgSbTe2,initial AgSbTe2,AgSbTe2,0,No,,,,,,body text,Page 5,,300.0,280.0,uV/K
Adv Funct Materials - 2024 - Kim - Enhancement of Phase Stability and Thermoelectric Performance of Meta‐Stable AgSbTe2 by.pdf,10.1002/adfm.202404886,AgSbTe2,Thigh T. C. AgSbTe2,AgSbTe2,0,No,,,,,,body text,Page 5,,300.0,195.0,uV/K
Adv Funct Materials - 2024 - Kim - Enhancement of Phase Stability and Thermoelectric Performance of Meta‐Stable AgSbTe2 by.pdf,10.1002/adfm.202404886,AgSbTe2,Tmid T.C. AgSbTe2,AgSbTe2,0,No,,,,,,figure,Figure 4c,Visually estimated from Figure 4c,450.0,300.0,uV/K
Adv Funct Materials - 2024 - Kim - Enhancement of Phase Stability and Thermoelectric Performance of Meta‐Stable AgSbTe2 by.pdf,10.1002/adfm.202404886,AgSbTe2,Thigh T.C. AgSbTe2,AgSbTe2,0,No,,,,,,figure,Figure 4c,Visually estimated from Figure 4c,500.0,350.0,uV/K
Adv Funct Materials - 2024 - Zhang - Dual Alloying Enables High Thermoelectric Performance in AgSbTe2 by Manipulating.pdf,10.1002/adfm.202400679,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,,300.0,229.99999999999997,uV/K
