source_pdf,doi,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_pct,primary_dopant_site,codopant_elements,all_dopants_detail,source_type,source_detail,notes,temperature_K,target_value,unit
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,1,No,Ag vacancy,0 h annealing,Ag,,Ag vacancy (0 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,300.0,0.6,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,1,No,Ag vacancy,0 h annealing,Ag,,Ag vacancy (0 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,400.0,0.8,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,1,No,Ag vacancy,0 h annealing,Ag,,Ag vacancy (0 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,500.0,0.9,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,1,No,Ag vacancy,0 h annealing,Ag,,Ag vacancy (0 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,600.0,0.9,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 12 h),AgSbTe2,1,No,Ag vacancy,12 h annealing,Ag,,Ag vacancy (12 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,300.0,0.5,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 12 h),AgSbTe2,1,No,Ag vacancy,12 h annealing,Ag,,Ag vacancy (12 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,400.0,0.8,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 12 h),AgSbTe2,1,No,Ag vacancy,12 h annealing,Ag,,Ag vacancy (12 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,500.0,1.0,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 12 h),AgSbTe2,1,No,Ag vacancy,12 h annealing,Ag,,Ag vacancy (12 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,600.0,1.1,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 24 h),AgSbTe2,1,No,Ag vacancy,24 h annealing,Ag,,Ag vacancy (24 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,300.0,0.6,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 24 h),AgSbTe2,1,No,Ag vacancy,24 h annealing,Ag,,Ag vacancy (24 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,400.0,0.9,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 24 h),AgSbTe2,1,No,Ag vacancy,24 h annealing,Ag,,Ag vacancy (24 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,500.0,1.1,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 24 h),AgSbTe2,1,No,Ag vacancy,24 h annealing,Ag,,Ag vacancy (24 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,600.0,1.2,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 36 h),AgSbTe2,1,No,Ag vacancy,36 h annealing,Ag,,Ag vacancy (36 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,300.0,0.5,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 36 h),AgSbTe2,1,No,Ag vacancy,36 h annealing,Ag,,Ag vacancy (36 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,400.0,0.7,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 36 h),AgSbTe2,1,No,Ag vacancy,36 h annealing,Ag,,Ag vacancy (36 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,500.0,0.8,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 36 h),AgSbTe2,1,No,Ag vacancy,36 h annealing,Ag,,Ag vacancy (36 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,600.0,0.8,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 48 h),AgSbTe2,1,No,Ag vacancy,48 h annealing,Ag,,Ag vacancy (48 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,300.0,0.4,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 48 h),AgSbTe2,1,No,Ag vacancy,48 h annealing,Ag,,Ag vacancy (48 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,400.0,0.6,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 48 h),AgSbTe2,1,No,Ag vacancy,48 h annealing,Ag,,Ag vacancy (48 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,500.0,0.7,dimensionless
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 48 h),AgSbTe2,1,No,Ag vacancy,48 h annealing,Ag,,Ag vacancy (48 h annealing) @ Ag site,figure,,Visually estimated from Fig. 5a,600.0,0.7,dimensionless
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,quenched,AgSbTe2,0,No,,,,,,text,Abstract and Section 5,,623.0,1.15,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te + 3% AgSbSe2,SnCd0.05Te-0.03AgSbSe2,2,Yes,Cd,5%,unclear,AgSbSe2 (3%) @ multiple sites,Cd (5%) @ unclear site; AgSbSe2 (3%) @ multiple sites site,text,"Page 6, Section 3",,820.0,0.92,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te,SnCd0.05Te,1,No,Cd,0.05,unclear,,Cd (0.05) @ unclear site,figure,,Visually estimated from Fig. 7,300.0,0.08,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te,SnCd0.05Te,1,No,Cd,0.05,unclear,,Cd (0.05) @ unclear site,figure,,Visually estimated from Fig. 7,820.0,0.92,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-3%AgSbSe2,SnCd0.05Te-3%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (3%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (3%) @ unclear site,figure,,Visually estimated from Fig. 7,300.0,0.09,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-3%AgSbSe2,SnCd0.05Te-3%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (3%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (3%) @ unclear site,figure,,Visually estimated from Fig. 7,820.0,0.93,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-6%AgSbSe2,SnCd0.05Te-6%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (6%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (6%) @ unclear site,figure,,Visually estimated from Fig. 7,300.0,0.07,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-6%AgSbSe2,SnCd0.05Te-6%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (6%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (6%) @ unclear site,figure,,Visually estimated from Fig. 7,820.0,0.82,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-9%AgSbSe2,SnCd0.05Te-9%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (9%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (9%) @ unclear site,figure,,Visually estimated from Fig. 7,300.0,0.06,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-9%AgSbSe2,SnCd0.05Te-9%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (9%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (9%) @ unclear site,figure,,Visually estimated from Fig. 7,820.0,0.78,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-12%AgSbSe2,SnCd0.05Te-12%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (12%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (12%) @ unclear site,figure,,Visually estimated from Fig. 7,300.0,0.05,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-12%AgSbSe2,SnCd0.05Te-12%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (12%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (12%) @ unclear site,figure,,Visually estimated from Fig. 7,820.0,0.72,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-15%AgSbSe2,SnCd0.05Te-15%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (15%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (15%) @ unclear site,figure,,Visually estimated from Fig. 7,300.0,0.04,dimensionless
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-15%AgSbSe2,SnCd0.05Te-15%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (15%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (15%) @ unclear site,figure,,Visually estimated from Fig. 7,820.0,0.68,dimensionless
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,Ag0.9Sb1.1Te2.1,Ag0.9Sb1.1Te2.1,1,No,Ag-deficiency,x=0.9,Ag,,Ag-deficiency (x=0.9) @ Ag site,body text,,Average zT,,0.84,dimensionless
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,Ag0.9Sb1.1Te2.1,Ag0.9Sb1.1Te2.1,1,No,Ag-deficiency,x=0.9,Ag,,Ag-deficiency (x=0.9) @ Ag site,body text,,,300.0,0.5,dimensionless
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,Ag0.9Sb1.1Te2.1,Ag0.9Sb1.1Te2.1,1,No,Ag-deficiency,x=0.9,Ag,,Ag-deficiency (x=0.9) @ Ag site,body text,,,475.0,1.1,dimensionless
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=1.0),AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 6d,300.0,0.5,dimensionless
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.9),Ag0.9Sb1.1Te2.1,0,No,,,,,,figure,,Visually estimated from Fig. 6d,300.0,0.6,dimensionless
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.8),Ag0.8Sb1.2Te2.2,0,No,,,,,,figure,,Visually estimated from Fig. 6d,300.0,0.3,dimensionless
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.7),Ag0.7Sb1.3Te2.3,0,No,,,,,,figure,,Visually estimated from Fig. 6d,300.0,0.15,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,x=0.25,Sn0.5Ag0.25Sb0.25Se0.5Te0.5,3,Yes,Ag,x=0.25,Ag,Sb (x=0.25) @ Sb; Te (2x=0.50) @ Te,Ag (x=0.25) @ Ag site; Sb (x=0.25) @ Sb site; Te (2x=0.50) @ Te site,body text,,,820.0,1.0,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,x=0.25,Sn0.5Ag0.25Sb0.25Se0.5Te0.5,3,Yes,Ag,x=0.25,Ag,Sb (x=0.25) @ Sb; Te (2x=0.50) @ Te,Ag (x=0.25) @ Ag site; Sb (x=0.25) @ Sb site; Te (2x=0.50) @ Te site,body text,,ZTave,,0.7,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.0),SnSe,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,300.0,0.1,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.0),SnSe,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,600.0,0.2,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.0),SnSe,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,800.0,0.3,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.15),Sn0.7(AgSb)0.15Se0.7Te0.3,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,300.0,0.2,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.15),Sn0.7(AgSb)0.15Se0.7Te0.3,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,600.0,0.6,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.15),Sn0.7(AgSb)0.15Se0.7Te0.3,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,800.0,0.8,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.2),Sn0.6(AgSb)0.2Se0.6Te0.4,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,300.0,0.3,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.2),Sn0.6(AgSb)0.2Se0.6Te0.4,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,600.0,0.7,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.2),Sn0.6(AgSb)0.2Se0.6Te0.4,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,800.0,0.9,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.25),Sn0.5(AgSb)0.25Se0.5Te0.5,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,300.0,0.4,dimensionless
1-s2.0-S254252932030122X-main.pdf,10.1016/j.mtphys.2020.100298,Sn1-2x(AgSb)xSe1-2xTe2x,Sn1-2x(AgSb)xSe1-2xTe2x (x=0.25),Sn0.5(AgSb)0.25Se0.5Te0.5,0,No,,,,,,figure,Fig. 6a,Visually estimated from Fig. 6a,600.0,0.8,dimensionless
