source_pdf,doi,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_pct,primary_dopant_site,codopant_elements,all_dopants_detail,source_type,source_detail,notes,temperature_K,target_value,unit
1-s2.0-S1359645412005150-main.pdf,10.1016/j.actamat.2012.07.057,AgSbTe2,Pb-doped AgSbTe2 (3 at.%),PbxAgSbTe2 (x=0.03),1,No,Pb,3 at.%,unclear,,Pb (3 at.%) @ unclear site,figure,,Visually estimated from Fig. 5b (Resistivity),650.0,66.66666666666667,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,as-sintered,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,Calculated from resistivity 3.31e-5 Ohm*m,300.0,30200.0,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT523,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,Calculated from resistivity 2.68e-5 Ohm*m,300.0,37300.0,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT573,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,Calculated from resistivity 2.79e-5 Ohm*m,300.0,35800.0,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT673,AgSb0.998Ce0.002Te2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,Table 1,,Calculated from resistivity 7.54e-5 Ohm*m,300.0,13300.0,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,as-sintered,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,Calculated from rho = 3.31e-5 Ohm.m at 300 K,,302.0,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT523,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,Calculated from rho = 2.68e-5 Ohm.m at 300 K,,373.0,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT573,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,Calculated from rho = 2.79e-5 Ohm.m at 300 K,,358.0,S/cm
1-s2.0-S1359645421008223-main.pdf,10.1016/j.actamat.2021.117443,AgSbTe2,HT673,0.2 mol% Ce-doped AgSbTe2,1,No,Ce,0.2 mol%,unclear,,Ce (0.2 mol%) @ unclear site,table,Table 1,Calculated from rho = 7.54e-5 Ohm.m at 300 K,,133.0,S/cm
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,"(SnSe)1-m(AgSbTe2)m, m=0%",SnSe,0,No,,,,,,figure,,Visually estimated from Fig. 4a,300.0,100.0,S/cm
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,(SnSe)0.6(AgSbTe2)0.4,(SnSe)0.6(AgSbTe2)0.4,0,No,,,,,,figure,,Visually estimated from Fig. 4a,300.0,600.0,S/cm
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,x=0%,"(Sn1-xPbxSe)0.6(AgSbTe2)0.4, x=0",0,No,,,,,,figure,,Visually estimated from Fig. 8a,300.0,650.0,S/cm
1-s2.0-S1359645422000684-main.pdf,10.1016/j.actamat.2022.117681,(Sn1-xPbxSe)0.6(AgSbTe2)0.4,x=0%,"(Sn1-xPbxSe)0.6(AgSbTe2)0.4, x=0",0,No,,,,,,figure,,Visually estimated from Fig. 8a,800.0,300.0,S/cm
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,0,No,,,,,,body text,,,300.0,121.0,S/cm
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,0,No,,,,,,body text,,Value for A = 48 h,300.0,82.4,S/cm
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,0,No,,,,,,body text,,Value for A = 24 h,300.0,140.0,S/cm
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 0 h),AgSbTe2,0,No,,,,,,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,120.0,S/cm
1-s2.0-S1359645425002769-main.pdf,10.1016/j.actamat.2025.120985,AgSbTe2,QA-AgSbTe2 (A = 24 h),AgSbTe2,0,No,,,,,,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,140.0,S/cm
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,figure,Fig. 8a,Visually estimated from Fig. 8a. Note: The plot shows resistivity (rho) in mOhm.cm. Value 5.4 mOhm.cm corresponds to ~0.185 S/cm.,473.0,0.185,S/cm
1-s2.0-S221128552201196X-main.pdf,10.1016/j.nanoen.2022.108118,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,figure,Fig. 8d,Visually estimated from Fig. 8d. Note: The plot shows resistivity (rho) in mOhm.cm. Value 3.1 mOhm.cm corresponds to ~0.32 S/cm.,623.0,0.32,S/cm
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te,SnCd0.05Te,1,No,Cd,0.05,unclear,,Cd (0.05) @ unclear site,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,2800.0,S/cm
1-s2.0-S2352847816300041-main.pdf,10.1016/j.jmat.2016.05.001,SnCd0.05Te-x%AgSbSe2,SnCd0.05Te-3%AgSbSe2,SnCd0.05Te-3%AgSbSe2,2,Yes,Cd,0.05,unclear,AgSbSe2 (3%) @ unclear,Cd (0.05) @ unclear site; AgSbSe2 (3%) @ unclear site,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,2700.0,S/cm
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,Ag0.9Sb1.1Te2.1,Ag0.9Sb1.1Te2.1,3,Yes,Ag,0.9,Ag,Sb (1.1) @ Sb; Te (2.1) @ Te,Ag (0.9) @ Ag site; Sb (1.1) @ Sb site; Te (2.1) @ Te site,figure,,Visually estimated from Fig. 4a,300.0,250.0,S/cm
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,Ag0.9Sb1.1Te2.1,Ag0.9Sb1.1Te2.1,3,Yes,Ag,0.9,Ag,Sb (1.1) @ Sb; Te (2.1) @ Te,Ag (0.9) @ Ag site; Sb (1.1) @ Sb site; Te (2.1) @ Te site,figure,,Visually estimated from Fig. 4a,500.0,200.0,S/cm
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=1.0),AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 6a,300.0,50.0,S/cm
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.9),Ag0.9Sb1.1Te2.1,0,No,,,,,,figure,,Visually estimated from Fig. 6a,300.0,200.0,S/cm
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.8),Ag0.8Sb1.2Te2.2,0,No,,,,,,figure,,Visually estimated from Fig. 6a,300.0,600.0,S/cm
1-s2.0-S235284782200096X-main.pdf,10.1016/j.jmat.2022.07.005,AgSbTe2,AgSb2-xTe3-x (x=0.7),Ag0.7Sb1.3Te2.3,0,No,,,,,,figure,,Visually estimated from Fig. 6a,300.0,1000.0,S/cm
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.00",(AgSbTe2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.00) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.00) @ Sb site,figure,,Visually estimated from Fig. 3b,300.0,40.0,S/cm
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.00",(AgSbTe2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.00) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.00) @ Sb site,figure,,Visually estimated from Fig. 3b,450.0,38.46153846153846,S/cm
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.02",(AgSb0.98Cd0.02Te2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.02) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.02) @ Sb site,figure,,Visually estimated from Fig. 3b,300.0,55.55555555555555,S/cm
1-s2.0-S2542529325000483-main.pdf,10.1016/j.mtphys.2025.101692,AgSbTe2,"(AgSb1-yCdyTe2)0.9(Bi2Te3)0.1, y=0.02",(AgSb0.98Cd0.02Te2)0.9(Bi2Te3)0.1,2,Yes,Bi,0.1,multiple sites,Cd (y=0.02) @ Sb,Bi (0.1) @ multiple sites site; Cd (y=0.02) @ Sb site,figure,,Visually estimated from Fig. 3b,450.0,45.45454545454546,S/cm
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,Reported as electrical resistivity,,90.9090909090909,S/cm
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AST5050,AgSbTe2,0,No,,,,,,body text,,Reported as resistivity,300.0,100.00000000000001,S/cm
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AST5050,AgSbTe2,0,No,,,,,,body text,,Reported as resistivity,473.0,126.58227848101268,S/cm
202106_1_online.pdf,10.1063/1.3029774,AgSbTe2,AST5050,AgSbTe2,0,No,,,,,,body text,,Reported as resistivity,673.0,149.2537313432836,S/cm
2305.19217v1.pdf,,Sb2Te3,ST,Sb2Te3,0,No,,,,,,table,Table 1,Room temperature value,,1083.65,S/cm
2305.19217v1.pdf,,Sb2Te3,AST1,Sb2Te3-Ag0.9,1,No,Ag,0.9 atomic %,Sb,,Ag (0.9 atomic %) @ Sb site,table,Table 1,Room temperature value,,1378.69,S/cm
2305.19217v1.pdf,,Sb2Te3,AST2,Sb2Te3-Ag1.7,1,No,Ag,1.7 atomic %,Sb,,Ag (1.7 atomic %) @ Sb site,table,Table 1,Room temperature value,,1932.79,S/cm
2305.19217v1.pdf,,Sb2Te3,AST3,Sb2Te3-Ag5.9,1,No,Ag,5.9 atomic %,Sb,,Ag (5.9 atomic %) @ Sb site,table,Table 1,Room temperature value,,242.97,S/cm
2305.19217v1.pdf,,Sb2Te3,AST4,Sb2Te3-Ag7.0,1,No,Ag,7.0 atomic %,Sb,,Ag (7.0 atomic %) @ Sb site,table,Table 1,Room temperature value,,135.77,S/cm
28.pdf,,AgSbTe2,Undoped AgSbTe2,AgSbTe2,0,No,,,,,,table,Table 2,,,332.0,S/cm
28.pdf,,AgSbTe2,undoped AgSbTe2,AgSbTe2,0,No,,,,,,table,Table 2,,,332.0,S/cm
Adv Funct Materials - 2024 - Kim - Enhancement of Phase Stability and Thermoelectric Performance of Meta‐Stable AgSbTe2 by.pdf,10.1002/adfm.202404886,AgSbTe2,initial AgSbTe2,AgSbTe2,0,No,,,,,,body text,"Page 4, calculated from resistivity 9.9 mΩ cm",,300.0,101.01,S/cm
Adv Funct Materials - 2024 - Kim - Enhancement of Phase Stability and Thermoelectric Performance of Meta‐Stable AgSbTe2 by.pdf,10.1002/adfm.202404886,AgSbTe2,initial AgSbTe2,AgSbTe2,0,No,,,,,,figure,Figure 4a,"Visually estimated from Figure 4a, resistivity value at 300 K",300.0,100.0,S/cm
Adv Funct Materials - 2024 - Zhang - Dual Alloying Enables High Thermoelectric Performance in AgSbTe2 by Manipulating.pdf,10.1002/adfm.202400679,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,,300.0,158.0,S/cm
Adv Funct Materials - 2024 - Zhang - Dual Alloying Enables High Thermoelectric Performance in AgSbTe2 by Manipulating.pdf,10.1002/adfm.202400679,AgSbTe2,(AgSbTe2)0.98(AgAlSe2)0.02,(AgSbTe2)0.98(AgAlSe2)0.02,2,Yes,Al,0.02,multiple sites,Se (0.02) @ multiple sites,Al (0.02) @ multiple sites site; Se (0.02) @ multiple sites site,body text,,,300.0,270.0,S/cm
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.8Na0.3Sb0.6Bi0.4Te2,Ag0.8Na0.3Sb0.6Bi0.4Te2,2,Yes,Na,10 at.% (excessive),interstitial,Bi (40 at.%) @ Sb,Na (10 at.% (excessive)) @ interstitial site; Bi (40 at.%) @ Sb site,body text,,,300.0,11.0,S/cm
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.8Na0.3Sb0.6Bi0.4Te2,Ag0.8Na0.3Sb0.6Bi0.4Te2,2,Yes,Na,10 at.% (excessive),interstitial,Bi (40 at.%) @ Sb,Na (10 at.% (excessive)) @ interstitial site; Bi (40 at.%) @ Sb site,body text,,,573.0,76.0,S/cm
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.1Na0.9Sb0.6Bi0.4Te2,Ag0.1Na0.9Sb0.6Bi0.4Te2,2,Yes,Na,0.9,Ag,Bi (0.4) @ Sb,Na (0.9) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 4b,300.0,20.0,S/cm
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.8Na0.2Sb0.6Bi0.4Te2,Ag0.8Na0.2Sb0.6Bi0.4Te2,2,Yes,Na,0.2,Ag,Bi (0.4) @ Sb,Na (0.2) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 4b,300.0,10.0,S/cm
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.8Na0.3Sb0.6Bi0.4Te2,Ag0.8Na0.3Sb0.6Bi0.4Te2,2,Yes,Na,0.3,Ag,Bi (0.4) @ Sb,Na (0.3) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 4b,300.0,10.0,S/cm
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.7Na0.4Sb0.6Bi0.4Te2,Ag0.7Na0.4Sb0.6Bi0.4Te2,2,Yes,Na,0.4,Ag,Bi (0.4) @ Sb,Na (0.4) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 4b,300.0,10.0,S/cm
Adv Funct Materials - 2026 - Abdellaoui - Stacking Fault Complexions in AgSbTe2 Thermoelectrics With Enhanced Electrical.pdf,10.1002/adfm.77083,AgSbTe2,Ag16.7Sb30Te53.3,Ag16.7Sb30Te53.3,3,Yes,Ag,depleted,Ag,Sb (enriched) @ Sb; Te (enriched) @ Te,Ag (depleted) @ Ag site; Sb (enriched) @ Sb site; Te (enriched) @ Te site,body text,,Measured across LAGBs (containing stacking faults),,105.1,S/cm
Adv Funct Materials - 2026 - Abdellaoui - Stacking Fault Complexions in AgSbTe2 Thermoelectrics With Enhanced Electrical.pdf,10.1002/adfm.77083,AgSbTe2,Ag16.7Sb30Te53.3,Ag16.7Sb30Te53.3,3,Yes,Ag,depleted,Ag,Sb (enriched) @ Sb; Te (enriched) @ Te,Ag (depleted) @ Ag site; Sb (enriched) @ Sb site; Te (enriched) @ Te site,body text,,Measured in grain interior,,87.2,S/cm
Adv Funct Materials - 2026 - Abdellaoui - Stacking Fault Complexions in AgSbTe2 Thermoelectrics With Enhanced Electrical.pdf,10.1002/adfm.77083,AgSbTe2,Ag16.7Sb30Te53.3,Ag16.7Sb30Te53.3,3,Yes,Ag,depleted,Ag,Sb (enriched) @ Sb; Te (enriched) @ Te,Ag (depleted) @ Ag site; Sb (enriched) @ Sb site; Te (enriched) @ Te site,body text,,Bulk electrical conductivity measured by Van der Pauw,,88.4,S/cm
Adv Funct Materials - 2026 - Zhang - Improving Stability of High‐Performance AgSbTe2 Thermoelectrics by Lattice Regulation.pdf,10.1002/adfm.75160,AgSbTe2,AgSb1-xPbxTe2 (x=0),AgSbTe2,1,No,Pb,x=0,Sb,,Pb (x=0) @ Sb site,figure,,Visually estimated from Fig. 5b,300.0,200.0,S/cm
Adv Funct Materials - 2026 - Zhang - Improving Stability of High‐Performance AgSbTe2 Thermoelectrics by Lattice Regulation.pdf,10.1002/adfm.75160,AgSbTe2,AgSb1-xPbxTe2 (x=0.03),AgSb0.97Pb0.03Te2,1,No,Pb,x=0.03,Sb,,Pb (x=0.03) @ Sb site,figure,,Visually estimated from Fig. 5b,300.0,166.66666666666666,S/cm
Advanced Energy Materials - 2011 - Han - Lead‐Free Thermoelectrics  High Figure of Merit in p‐type AgSnmSbTem 2.pdf,10.1002/aenm.201100613,AgSnmSbTem+2,m=2,AgSn2SbTe4,0,No,,,,,,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,1500.0,S/cm
Advanced Energy Materials - 2011 - Han - Lead‐Free Thermoelectrics  High Figure of Merit in p‐type AgSnmSbTem 2.pdf,10.1002/aenm.201100613,AgSnmSbTem+2,m=4,AgSn4SbTe6,0,No,,,,,,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,1200.0,S/cm
Advanced Energy Materials - 2011 - Han - Lead‐Free Thermoelectrics  High Figure of Merit in p‐type AgSnmSbTem 2.pdf,10.1002/aenm.201100613,AgSnmSbTem+2,m=5,AgSn5SbTe7,0,No,,,,,,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,1000.0,S/cm
Advanced Energy Materials - 2011 - Han - Lead‐Free Thermoelectrics  High Figure of Merit in p‐type AgSnmSbTem 2.pdf,10.1002/aenm.201100613,AgSnmSbTem+2,m=10,AgSn10SbTe12,0,No,,,,,,figure,Fig. 3a,Visually estimated from Fig. 3a,300.0,800.0,S/cm
Advanced Energy Materials - 2017 - Hong - Achieving zT   2 in p‐Type AgSbTe2 xSex Alloys via Exploring the Extra Light.pdf,10.1002/aenm.201702333,AgSbTe2,AgSbTe1.8Se0.2,AgSbTe1.8Se0.2,1,No,Se,x=0.2,Te,,Se (x=0.2) @ Te site,body text,Section 2.1,,,140.0,S/cm
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSbTe2 (x=0.00),AgSbTe2,0,No,,,,,,text,Page 4,,298.0,160.0,S/cm
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.99Y0.01Te2 (x=0.01),AgSb0.99Y0.01Te2,1,No,Y,1%,Sb,,Y (1%) @ Sb site,text,Page 4,,298.0,209.0,S/cm
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.98Y0.02Te2 (x=0.02),AgSb0.98Y0.02Te2,1,No,Y,2%,Sb,,Y (2%) @ Sb site,text,Page 4,,525.0,292.0,S/cm
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 4a,300.0,160.0,S/cm
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.99Y0.01Te2,AgSb0.99Y0.01Te2,1,No,Y,0.01,Sb,,Y (0.01) @ Sb site,figure,,Visually estimated from Fig. 4a,300.0,200.0,S/cm
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.98Y0.02Te2,AgSb0.98Y0.02Te2,1,No,Y,0.02,Sb,,Y (0.02) @ Sb site,figure,,Visually estimated from Fig. 4a,300.0,210.0,S/cm
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.97Y0.03Te2,AgSb0.97Y0.03Te2,1,No,Y,0.03,Sb,,Y (0.03) @ Sb site,figure,,Visually estimated from Fig. 4a,300.0,205.0,S/cm
