source_pdf,doi,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_pct,primary_dopant_site,codopant_elements,all_dopants_detail,source_type,source_detail,notes,temperature_K,target_value,unit
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.8Na0.3Sb0.6Bi0.4Te2,Ag0.8Na0.3Sb0.6Bi0.4Te2,2,Yes,Na,10 at.% (excessive),interstitial,Bi (40 at.%) @ Sb,Na (10 at.% (excessive)) @ interstitial site; Bi (40 at.%) @ Sb site,body text,,,523.0,0.27,W/m.K
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.1Na0.9Sb0.6Bi0.4Te2,Ag0.1Na0.9Sb0.6Bi0.4Te2,2,Yes,Na,0.9,Ag,Bi (0.4) @ Sb,Na (0.9) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 6a,300.0,0.55,W/m.K
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.8Na0.2Sb0.6Bi0.4Te2,Ag0.8Na0.2Sb0.6Bi0.4Te2,2,Yes,Na,0.2,Ag,Bi (0.4) @ Sb,Na (0.2) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 6a,300.0,0.45,W/m.K
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.8Na0.3Sb0.6Bi0.4Te2,Ag0.8Na0.3Sb0.6Bi0.4Te2,2,Yes,Na,0.3,Ag,Bi (0.4) @ Sb,Na (0.3) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 6a,300.0,0.4,W/m.K
Adv Funct Materials - 2025 - Li - Supercompliant Lattice Boosts n‐type AgSbTe2 Thermoelectrics.pdf,10.1002/adfm.202502367,AgSbTe2,Ag0.7Na0.4Sb0.6Bi0.4Te2,Ag0.7Na0.4Sb0.6Bi0.4Te2,2,Yes,Na,0.4,Ag,Bi (0.4) @ Sb,Na (0.4) @ Ag site; Bi (0.4) @ Sb site,figure,,Visually estimated from Fig. 6a,300.0,0.38,W/m.K
Adv Funct Materials - 2026 - Zhang - Improving Stability of High‐Performance AgSbTe2 Thermoelectrics by Lattice Regulation.pdf,10.1002/adfm.75160,AgSbTe2,AgSb1-xPbxTe2 (x=0),AgSbTe2,1,No,Pb,x=0,Sb,,Pb (x=0) @ Sb site,figure,,Visually estimated from Fig. 5c,300.0,0.6,W/m.K
Adv Funct Materials - 2026 - Zhang - Improving Stability of High‐Performance AgSbTe2 Thermoelectrics by Lattice Regulation.pdf,10.1002/adfm.75160,AgSbTe2,AgSb1-xPbxTe2 (x=0.03),AgSb0.97Pb0.03Te2,1,No,Pb,x=0.03,Sb,,Pb (x=0.03) @ Sb site,figure,,Visually estimated from Fig. 5c,300.0,0.5,W/m.K
Advanced Energy Materials - 2011 - Han - Lead‐Free Thermoelectrics  High Figure of Merit in p‐type AgSnmSbTem 2.pdf,10.1002/aenm.201100613,AgSnmSbTem+2,AgSn2SbTe4,AgSn2SbTe4,2,Yes,Ag,m=2,unclear,Sb (m=2) @ unclear,Ag (m=2) @ unclear site; Sb (m=2) @ unclear site,body text,,Value is 1.45 +/- 0.05 W m-1 K-1 throughout the temperature range.,,1.45,W/m.K
Advanced Energy Materials - 2017 - Hong - Achieving zT   2 in p‐Type AgSbTe2 xSex Alloys via Exploring the Extra Light.pdf,10.1002/aenm.201702333,AgSbTe2,AgSbTe1.8Se0.2,AgSbTe1.8Se0.2,1,No,Se,x=0.2,Te,,Se (x=0.2) @ Te site,body text,Section 2.3,,,0.27,W/m.K
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,figure,,Visually estimated from Fig. 4f,300.0,0.48,W/m.K
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.99Y0.01Te2,AgSb0.99Y0.01Te2,1,No,Y,0.01,Sb,,Y (0.01) @ Sb site,figure,,Visually estimated from Fig. 4f,300.0,0.47,W/m.K
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.98Y0.02Te2,AgSb0.98Y0.02Te2,1,No,Y,0.02,Sb,,Y (0.02) @ Sb site,figure,,Visually estimated from Fig. 4f,300.0,0.46,W/m.K
Advanced Energy Materials - 2026 - Li - Rare‐Earth Yttrium Doping Advances High‐Performance AgSbTe2 Thermoelectrics.pdf,10.1002/aenm.202505258,AgSbTe2,AgSb0.97Y0.03Te2,AgSb0.97Y0.03Te2,1,No,Y,0.03,Sb,,Y (0.03) @ Sb site,figure,,Visually estimated from Fig. 4f,300.0,0.47,W/m.K
Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,10.1002/adma.202208994,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,figure,Fig. 4F,Visually estimated from Fig. 4F,300.0,0.55,W/m.K
Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,10.1002/adma.202208994,AgSbTe2,AgSbTe1.9Se0.05S0.05,AgSbTe1.9Se0.05S0.05,2,Yes,Se,0.05,Te,S (0.05) @ Te,Se (0.05) @ Te site; S (0.05) @ Te site,figure,Fig. 4F,Visually estimated from Fig. 4F,300.0,0.52,W/m.K
Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,10.1002/adma.202208994,AgSbTe2,AgSbTe1.85Se0.1S0.05,AgSbTe1.85Se0.1S0.05,2,Yes,Se,0.1,Te,S (0.05) @ Te,Se (0.1) @ Te site; S (0.05) @ Te site,figure,Fig. 4F,Visually estimated from Fig. 4F,300.0,0.5,W/m.K
Advanced Materials - 2022 - Zhang - Defect‐Engineering‐Stabilized AgSbTe2 with High Thermoelectric Performance.pdf,10.1002/adma.202208994,AgSbTe2,AgSbTe1.8Se0.1S0.1,AgSbTe1.8Se0.1S0.1,2,Yes,Se,0.1,Te,S (0.1) @ Te,Se (0.1) @ Te site; S (0.1) @ Te site,figure,Fig. 4F,Visually estimated from Fig. 4F,300.0,0.48,W/m.K
Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,10.1002/adma.202307058,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,,,300.0,0.48,W/m.K
Advanced Materials - 2023 - Taneja - High Thermoelectric Performance in Phonon‐Glass Electron‐Crystal Like AgSbTe2.pdf,10.1002/adma.202307058,AgSbTe2,AgSb0.96Yb0.04Te2,AgSb0.96Yb0.04Te2,1,No,Yb,4 mol%,Sb,,Yb (4 mol%) @ Sb site,body text,,,573.0,0.22,W/m.K
Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,10.1002/adma.202409275,AgSbTe2,AgSb0.94Cd0.06Te2,AgSb0.94Cd0.06Te2,1,No,Cd,0.06,Sb,,Cd (0.06) @ Sb site,Table 1,,,573.0,0.39,W/m.K
Advanced Materials - 2024 - Li - High‐Performance AgSbTe2 Thermoelectrics  Advances  Challenges  and Perspectives.pdf,10.1002/adma.202409275,AgSbTe2,Ag0.98SbTe2,Ag0.98SbTe2,1,No,Ag vacancy,0.02,Ag,,Ag vacancy (0.02) @ Ag site,body text,,,573.0,0.24,W/m.K
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,Page 5,,300.0,0.68,W/m.K
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,Page 5,,480.0,0.52,W/m.K
Angew Chem Int Ed - 2026 - Han - Lead‐Doping Enabled Band Engineering and Phonon Transport Modulation  Key to.pdf,10.1002/anie.2554196,AgSbTe2,Ag0.96Pb0.04Te2,Ag0.96Pb0.04Te2,1,No,Pb,0.04,Sb,,Pb (0.04) @ Sb site,body text,,,623.0,0.27,W/m.K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,figure,Fig. 6a,Visually estimated for x=0 at 300K,300.0,0.9,W/m.K
Annalen der Physik - 2020 - Liu - Evaluation of Thermoelectric Properties of Ag0 366Sb0 558Te.pdf,10.1002/andp.201900561,Ag0.366SbTe2,Ag0.366(Sb1-xSnx)0.558Te,Ag0.366(Sb1-xSnx)0.558Te,1,No,Sn,x=0 to 0.16,Sb,,Sn (x=0 to 0.16) @ Sb site,figure,Fig. 6a,Visually estimated for x=0 at 700K,700.0,0.7,W/m.K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-25%AgSbTe2,SnPb0.04Te-25%AgSbTe2,2,Yes,Ag,25%,Sn,Sb (25%) @ Sn,Ag (25%) @ Sn site; Sb (25%) @ Sn site,body text,"Page 3, Section 2",,300.0,2.04,W/m.K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,body text,page 3,Value for y=0 sample at 300 K,300.0,6.57,W/m.K
Band convergence and nanostructure modulations lead to high thermoelectric performance in SnPb0.04Te-y_ AgSbTe2.pdf,10.1016/j.mtphys.2021.100505,SnPb0.04Te-y%AgSbTe2,SnPb0.04Te-y%AgSbTe2 (y=0 to 25),SnPb0.04Te-y%AgSbTe2,2,Yes,Ag,y%,unclear,Sb (y%) @ unclear,Ag (y%) @ unclear site; Sb (y%) @ unclear site,body text,page 3,Value for y=12 sample at 823 K,823.0,1.84,W/m.K
Band convergence strategy to improve thermoelectric performance in Ti-Doped AgSbTe2.pdf,10.1088/1402-4896/ad3c74,AgSbTe2,Ag1.05Sb0.99Ti0.01Te2,Ag1.05Sb0.99Ti0.01Te2,1,No,Ti,0.01,Sb,,Ti (0.01) @ Sb site,body text,,,498.0,0.48,W/m.K
Chen_2012_J._Phys._D__Appl._Phys._45_115302.pdf,10.1088/0022-3727/45/11/115302,Ag0.366Sb0.558Te,0% GeTe,"(Ag0.366Sb0.558Te)1-x(GeTe)x, x=0",1,No,Ge,0%,unclear,,Ge (0%) @ unclear site,figure,Fig. 4a,Visually estimated from Fig. 4a,300.0,0.55,W/m.K
Chen_2012_J._Phys._D__Appl._Phys._45_115302.pdf,10.1088/0022-3727/45/11/115302,Ag0.366Sb0.558Te,0% GeTe,"(Ag0.366Sb0.558Te)1-x(GeTe)x, x=0",1,No,Ge,0%,unclear,,Ge (0%) @ unclear site,figure,Fig. 4a,Visually estimated from Fig. 4a,600.0,0.75,W/m.K
Chen_2012_J._Phys._D__Appl._Phys._45_115302.pdf,10.1088/0022-3727/45/11/115302,Ag0.366Sb0.558Te,1% GeTe,"(Ag0.366Sb0.558Te)1-x(GeTe)x, x=1%",1,No,Ge,1%,unclear,,Ge (1%) @ unclear site,figure,Fig. 4a,Visually estimated from Fig. 4a,300.0,0.5,W/m.K
Chen_2012_J._Phys._D__Appl._Phys._45_115302.pdf,10.1088/0022-3727/45/11/115302,Ag0.366Sb0.558Te,1% GeTe,"(Ag0.366Sb0.558Te)1-x(GeTe)x, x=1%",1,No,Ge,1%,unclear,,Ge (1%) @ unclear site,figure,Fig. 4a,Visually estimated from Fig. 4a,600.0,0.8,W/m.K
Chen_2012_J._Phys._D__Appl._Phys._45_115302.pdf,10.1088/0022-3727/45/11/115302,Ag0.366Sb0.558Te,8% GeTe,"(Ag0.366Sb0.558Te)1-x(GeTe)x, x=8%",1,No,Ge,8%,unclear,,Ge (8%) @ unclear site,figure,Fig. 4a,Visually estimated from Fig. 4a,300.0,0.9,W/m.K
Chen_2012_J._Phys._D__Appl._Phys._45_115302.pdf,10.1088/0022-3727/45/11/115302,Ag0.366Sb0.558Te,8% GeTe,"(Ag0.366Sb0.558Te)1-x(GeTe)x, x=8%",1,No,Ge,8%,unclear,,Ge (8%) @ unclear site,figure,Fig. 4a,Visually estimated from Fig. 4a,600.0,1.2,W/m.K
Drymiotis_2011_J._Phys.__Condens._Matter_23_135305.pdf,10.1088/0953-8984/23/13/135305,Cu0.2Ag2.8SbSeTe2,slow-cooled Cu0.2Ag2.8SbSeTe2,Cu0.2Ag2.8SbSeTe2,0,No,,,,,,body text,,,700.0,0.6,W/m.K
Drymiotis_2011_J._Phys.__Condens._Matter_23_135305.pdf,10.1088/0953-8984/23/13/135305,Cu0.2Ag2.8SbSeTe2,quenched Cu0.2Ag2.8SbSeTe2,Cu0.2Ag2.8SbSeTe2,0,No,,,,,,body text,,,680.0,0.57,W/m.K
Du_2018_Chinese_Phys._B_27_048102.pdf,10.1088/1674-1056/27/4/048102,AgSbTe2-family,(GeTe)80(AgSbSe2)20,(GeTe)80(AgSbSe2)20,1,No,AgSbSe2,20%,multiple sites,,AgSbSe2 (20%) @ multiple sites site,text,"page 8, section 4",klat,,0.4,W/m.K
Du_2018_Chinese_Phys._B_27_048102.pdf,10.1088/1674-1056/27/4/048102,AgSbTe2-family,(GeTe)80(AgSbSe2)20,(GeTe)80(AgSbSe2)20,1,No,AgSbSe2,20 mol%,unclear,,AgSbSe2 (20 mol%) @ unclear site,figure,Fig. 5c,Visually estimated from Fig. 5c,700.0,2.5,W/m.K
Effect of Ce Substitution for Sb on the Thermoelectric Properties of AgSbTe2 Compound.pdf,10.1007/s11664-014-3076-7,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,body text,Introduction,,,0.6499999999999999,W/m.K
